cityname,state,bedrooms,local_median_price,local_mean_price,local_price_std,comparison_group_size
Florham Park,NJ,1.0,2580.0,2580.0,0.0,1
Florham Park,NJ,2.0,2850.0,2792.0,122.74770873625299,3
Florham Park,NJ,3.0,3245.0,3245.0,0.0,1
Folsom,CA,1.0,1744.0,1744.0,0.0,1
Folsom,CA,4.0,2900.0,2900.0,0.0,1
Fond Du Lac,WI,1.0,622.5,635.5,46.87927758260217,4
Fond Du Lac,WI,2.0,808.0,721.25,199.41644031189273,4
Fond Du Lac,WI,3.0,817.0,817.0,0.0,1
Fontana,CA,1.0,1345.0,1345.0,0.0,1
Fontana,CA,2.0,1325.0,1325.0,0.0,1
Forest Grove,OR,0.0,1130.0,1130.0,0.0,1
Forest Grove,OR,1.0,1075.0,1075.0,0.0,1
Forest Grove,OR,2.0,1200.0,1200.0,0.0,1
Forest Lake,MN,1.0,1295.0,1295.0,0.0,1
Forest Lake,MN,2.0,1027.0,1061.7142857142858,200.52407526754678,7
Forest Lake,MN,3.0,1337.5,1354.0,47.658507460193626,4
Fort Belvoir,VA,2.0,1450.0,1450.0,0.0,1
Fort Collins,CO,1.0,1328.5,1183.5,310.52262397448595,6
Fort Collins,CO,2.0,1595.0,1430.6666666666667,278.26291524383913,9
Fort Collins,CO,3.0,1875.0,1875.0,0.0,1
Fort Collins,CO,5.0,2098.0,2098.0,0.0,1
Fort Lauderdale,FL,1.0,1250.0,1359.0,330.2158385056659,5
Fort Lauderdale,FL,2.0,1622.5,1622.5,385.3731957466684,2
Fort Lauderdale,FL,3.0,3000.0,3000.0,0.0,1
Fort Lauderdale,FL,4.0,2450.0,2450.0,0.0,1
Fort Lee,NJ,1.0,2460.0,2507.3333333333335,385.18740027853113,3
Fort Lee,NJ,2.0,3701.5,3701.5,567.8067452927977,2
Fort Lupton,CO,1.0,847.5,847.5,3.5355339059327378,2
Fort Myers,FL,1.0,950.0,958.3333333333334,162.66017746619278,3
Fort Pierce,FL,2.0,850.0,850.0,0.0,1
Fort Smith,AR,3.0,1350.0,1291.6666666666667,141.4213562373095,9
Fort Walton Beach,FL,2.0,1000.0,1000.0,282.842712474619,2
Fort Walton Beach,FL,3.0,1625.0,1625.0,0.0,1
Fort Washington,MD,1.0,1232.5,1232.5,45.96194077712559,2
Fort Washington,MD,2.0,1420.0,1383.3333333333333,90.73771725877468,3
Fort Wayne,IN,1.0,945.0,945.0,0.0,1
Fort Worth,TX,1.0,915.0,930.1428571428571,111.03367142662711,7
Fort Worth,TX,2.0,1087.5,1087.5,17.67766952966369,2
Fort Worth,TX,3.0,1487.0,1505.75,65.30632945332837,4
Fort Worth,TX,4.0,1562.0,1562.0,230.5168106668145,2
Fountain,CO,1.0,785.0,785.0,0.0,1
Fountain,CO,2.0,1465.0,1465.0,162.63455967290594,2
Fountain Valley,CA,1.0,1675.0,1675.0,0.0,1
Fox Point,WI,1.0,1560.0,1560.0,0.0,1
Framingham,MA,1.0,1719.0,1687.6666666666667,329.12054529204545,3
Frankfort,IN,1.0,662.0,662.0,0.0,1
Frankfort,KY,1.0,713.0,713.0,302.64170234784234,2
Frankfort,KY,2.0,848.0,848.0,329.51176003293114,2
Franklin,IN,3.0,1199.0,1182.6666666666667,126.29462907556018,3
Franklin,IN,4.0,1349.0,1349.0,0.0,2
Franklin,OH,2.0,780.0,780.0,0.0,1
Franklin,TN,1.0,2170.0,2170.0,0.0,1
Franklin,TN,2.0,1757.5,1757.5,272.2361107568208,2
Franklin,WI,1.0,1190.0,1190.0,0.0,1
Franklin Lakes,NJ,1.0,2700.0,2700.0,0.0,1
Frederick,MD,1.0,1250.0,1330.6,168.31310109435924,5
Frederick,MD,2.0,1267.5,1266.25,22.867371223353747,4
Fredericksburg,VA,1.0,1120.0,1120.0,0.0,1
Freeland,WA,1.0,1600.0,1600.0,0.0,1
Fremont,CA,0.0,1875.0,1875.0,0.0,1
Fremont,CA,1.0,2000.0,2000.0,0.0,2
Fremont,CA,2.0,2775.0,2775.0,459.6194077712559,2
Fremont,CA,3.0,3975.0,3975.0,0.0,1
Fremont,NE,2.0,780.0,780.0,0.0,1
Frisco,TX,1.0,1146.0,1146.0,0.0,1
Fullerton,CA,1.0,1635.0,1583.3333333333333,98.2768199187038,3
Fulton,MD,1.0,1765.0,1780.0,62.716292407422586,4
Fulton,MD,2.0,2370.0,2370.0,35.35533905932738,2
Fuquay Varina,NC,3.0,1737.5,1737.5,17.67766952966369,2
Gainesville,FL,1.0,1117.0,1134.25,119.40233107718906,4
Gainesville,FL,2.0,1160.0,1160.0,0.0,1
Gainesville,VA,1.0,1688.0,1688.0,0.0,1
Gaithersburg,MD,1.0,1460.5,1492.875,244.8156376307924,8
Gaithersburg,MD,2.0,1910.0,1888.4285714285713,332.02000800296014,7
Gaithersburg,MD,3.0,1905.0,1905.0,0.0,1
Galveston,TX,1.0,1162.5,1162.5,371.23106012293744,2
Galveston,TX,2.0,1214.0,1214.0,0.0,1
Galveston,TX,3.0,1550.0,1550.0,0.0,1
Gambrills,MD,2.0,2203.0,2203.0,0.0,1
Gansevoort,NY,2.0,1525.0,1525.0,0.0,1
Garden Grove,CA,1.0,1701.5,1701.5,9.192388155425117,2
Gardendale,AL,3.0,1550.0,1550.0,141.4213562373095,2
Gardner,IL,2.0,799.0,799.0,0.0,1
Garfield,NJ,2.0,2510.0,2510.0,0.0,1
Garland,TX,1.0,1079.0,1079.0,0.0,1
Garland,TX,3.0,1599.0,1599.0,0.0,1
Garland,TX,4.0,1349.0,1349.0,0.0,1
Garner,NC,4.0,1525.0,1525.0,0.0,1
Gastonia,NC,1.0,800.0,800.0,0.0,1
Gastonia,NC,3.0,1449.0,1441.0,13.856406460551018,3
Gastonia,NC,4.0,1599.5,1599.5,495.68185361176984,2
Geneva,IL,2.0,1225.0,1225.0,0.0,1
Georgetown,KY,3.0,1120.0,1120.0,0.0,1
Georgetown,TX,1.0,1059.0,1034.2727272727273,131.4960766784248,11
Georgetown,TX,2.0,1000.0,1000.0,0.0,1
Georgetown,TX,3.0,1780.0,1818.3333333333333,141.45081595145828,3
Georgetown,TX,4.0,2700.0,2700.0,0.0,1
Germantown,MD,1.0,1072.0,1072.0,455.3767670841366,2
Germantown,MD,2.0,1637.0,1637.0,0.0,1
Germantown,WI,2.0,1373.0,1373.0,0.0,1
Giddings,TX,2.0,895.0,895.0,0.0,1
Gilbert,AZ,1.0,1110.0,1076.6666666666667,162.58331197676264,3
Gilroy,CA,4.0,3850.0,3850.0,0.0,1
Gladstone,MI,3.0,599.0,599.0,0.0,1
Gladstone,OR,1.0,1269.0,1269.0,0.0,1
Glassboro,NJ,2.0,1825.0,1825.0,70.71067811865476,2
Glastonbury,CT,1.0,1455.0,1455.0,0.0,1
Glastonbury,CT,2.0,1555.0,1555.0,0.0,1
Glen Burnie,MD,1.0,1095.0,1143.6470588235295,198.90479543504932,17
Glen Burnie,MD,2.0,1360.0,1371.4444444444443,173.23979848111628,9
Glendale,AZ,1.0,860.0,826.6666666666666,167.5062187900298,3
Glendale,AZ,2.0,695.0,695.0,0.0,1
Glendale,AZ,3.0,1299.0,1299.0,100.0,3
Glendale,AZ,4.0,1487.0,1487.0,124.45079348883236,2
Glendale,CA,1.0,2042.0,2042.0,11.313708498984761,2
Glendale,CA,2.0,2453.5,2399.5,240.05902052064886,4
Glendale,CA,3.0,3350.0,3350.0,0.0,1
Glendale,CO,1.0,1480.0,1480.0,0.0,1
Glenmont,NY,2.0,1740.0,1740.0,0.0,1
Glenn Heights,TX,4.0,1774.0,1774.0,176.7766952966369,2
Glens Falls,NY,2.0,725.0,725.0,0.0,1
Glenshaw,PA,1.0,680.0,680.0,0.0,1
Glenville,NY,1.0,1195.0,1195.0,0.0,1
Goffstown,NH,2.0,1250.0,1250.0,0.0,1
Golden,CO,1.0,1422.0,1422.0,222.03152929257593,2
Golden,CO,2.0,1879.0,1879.0,0.0,1
Golden,CO,4.0,2740.0,2740.0,0.0,1
Golden Valley,MN,1.0,1460.0,1460.0,0.0,1
Golden Valley,MN,2.0,1437.0,1437.0,52.32590180780452,2
Golden Valley,MN,3.0,1405.0,1405.0,0.0,1
Goldsboro,NC,2.0,837.5,837.5,208.59650045003153,2
Goldsboro,NC,3.0,1095.0,1095.0,0.0,1
Gonzales,LA,1.0,937.0,937.0,0.0,1
Goodlettsville,TN,1.0,995.0,995.0,0.0,1
Goodlettsville,TN,4.0,1625.0,1625.0,0.0,1
Goodyear,AZ,3.0,1399.0,1399.0,0.0,1
Gouverneur,NY,2.0,725.0,725.0,0.0,1
Gouverneur,NY,3.0,825.0,825.0,0.0,1
Gouverneur,NY,4.0,1000.0,1000.0,0.0,1
Graham,NC,2.0,831.0,831.0,0.0,1
Granbury,TX,1.0,1295.0,1295.0,0.0,1
Grand Blanc,MI,3.0,1225.0,1225.0,0.0,1
Grand Forks,ND,0.0,1000.0,1000.0,0.0,1
Grand Forks,ND,1.0,625.0,611.6666666666666,80.82903768654762,3
Grand Forks,ND,2.0,760.0,777.0833333333334,168.52917650464366,12
Grand Forks,ND,3.0,970.0,1037.5,247.73697970047004,10
Grand Forks,ND,4.0,1545.0,1545.0,212.13203435596427,2
Grand Forks,ND,5.0,1575.0,1575.0,0.0,1
Grand Haven,MI,1.0,965.0,965.0,0.0,1
Grand Junction,CO,1.0,872.5,853.75,198.00568173666127,4
Grand Junction,CO,2.0,1050.0,1050.0,0.0,1
Grand Junction,CO,3.0,1750.0,1750.0,0.0,1
Grand Ledge,MI,1.0,650.0,650.0,0.0,1
Grand Prairie,TX,1.0,815.0,815.0,0.0,1
Grand Rapids,MI,1.0,987.5,1025.3333333333333,322.65874645926874,6
Grand Rapids,MI,2.0,695.0,695.0,0.0,1
Grand Rapids,MI,3.0,1262.5,1262.5,618.7184335382291,2
Grandview,MO,1.0,610.0,610.0,91.92388155425118,2
Grandview Heights,OH,1.0,875.0,875.0,0.0,1
Grandy,NC,3.0,1595.0,1595.0,0.0,1
Grapevine,TX,1.0,1310.0,1295.6,79.74521929244409,5
Grapevine,TX,2.0,1344.0,1383.75,225.312190822719,4
Grapevine,TX,3.0,1557.0,1557.0,950.3515139147198,2
Gravette,AR,3.0,875.0,875.0,0.0,1
Greeley,CO,1.0,1120.0,1120.0,0.0,1
Greeley,CO,2.0,1025.0,1025.0,0.0,1
Greeley,CO,3.0,1387.5,1387.5,613.0615792887367,2
Green Bay,WI,1.0,725.0,685.0,87.17797887081348,3
Green Bay,WI,2.0,1278.0,1278.0,0.0,1
Greenbelt,MD,1.0,1472.5,1551.25,173.12688025453087,4
Greenbelt,MD,2.0,2022.0,2022.0,0.0,1
Greendale,WI,1.0,1250.0,1250.0,0.0,1
Greenfield,WI,1.0,949.5,949.5,177.48380207782344,2
Greensboro,GA,4.0,2450.0,2450.0,0.0,1
Greensboro,NC,0.0,500.0,500.0,0.0,1
Greensboro,NC,1.0,725.0,820.5,253.22859677023493,10
Greensboro,NC,2.0,984.0,1038.5,254.02112268319496,14
Greensboro,NC,3.0,1210.0,1276.4,344.0018895296943,5
Greenville,NC,1.0,830.0,830.0,0.0,1
Greenville,NC,2.0,1148.0,1148.0,271.5290039756342,2
Greenville,NC,3.0,1470.0,1351.25,380.599855491302,4
Greenville,SC,1.0,1350.0,1350.0,0.0,1
Greenville,SC,2.0,909.0,901.0,102.23502335305646,3
Greenville,TX,2.0,500.0,500.0,0.0,1
Greenwood,IN,3.0,1175.0,1257.6666666666667,212.42724244628636,3
Greer,SC,3.0,1750.0,1750.0,0.0,1
Gresham,OR,1.0,912.5,912.5,53.033008588991066,2
Gresham,OR,2.0,1270.0,1270.0,35.35533905932738,2
Gretna,NE,1.0,895.0,895.0,0.0,1
Gretna,NE,2.0,825.0,825.0,0.0,1
Grimes,IA,2.0,695.0,695.0,0.0,1
Grimes,IA,4.0,1795.0,1795.0,0.0,1
Groton,CT,1.0,1066.0,1066.0,0.0,1
Groton,CT,2.0,1163.0,1163.0,301.22748878546923,2
Grove,OK,2.0,750.0,750.0,0.0,1
Gulfport,MS,1.0,640.0,640.0,0.0,1
Hackensack,NJ,1.0,1650.0,1638.0,328.11202355293227,5
Hackensack,NJ,2.0,2595.0,2484.285714285714,354.8406751795864,7
Haddonfield,NJ,1.0,1310.0,1310.0,0.0,1
Hales Corners,WI,1.0,1000.0,1000.0,0.0,1
Hamden,CT,1.0,1325.0,1355.0,127.67145334803705,3
Hamden,CT,2.0,965.0,965.0,0.0,1
Hamilton,OH,1.0,830.0,798.3333333333334,68.25198409814422,3
Hammond,LA,1.0,984.0,984.0,0.0,1
Hampshire,IL,2.0,1595.0,1595.0,141.4213562373095,2
Hampshire,IL,3.0,1795.0,1795.0,0.0,1
Hampstead,NC,1.0,1025.0,1025.0,0.0,1
Hampton,GA,4.0,1425.0,1425.0,0.0,2
Hampton,NH,1.0,1105.0,1105.0,0.0,1
Hampton,NH,2.0,1295.0,1295.0,0.0,1
Hampton,VA,1.0,923.5,923.5,318.90515831513295,2
Hampton,VA,2.0,1340.0,1350.0,198.99748742132397,4
Hanover,MD,1.0,1639.0,1703.8333333333333,142.19246453204536,12
Hanover,MD,2.0,2137.5,2097.9,346.0983964135055,10
Hanover,MD,3.0,2870.0,2870.0,0.0,1
Happy Valley,OR,1.0,1340.0,1340.0,0.0,1
Happy Valley,OR,3.0,2395.0,2395.0,0.0,1
Harker Heights,TX,2.0,925.0,925.0,0.0,1
Harlingen,TX,1.0,535.0,545.0,50.7444578254611,3
Harlingen,TX,3.0,1000.0,1000.0,0.0,1
Harrisburg,SD,1.0,725.0,725.0,0.0,1
Harrisburg,SD,2.0,1060.0,1128.3333333333333,118.35680518387332,3
Harrison,MI,2.0,450.0,450.0,0.0,1
Harrison,NJ,1.0,2175.0,2175.0,0.0,1
Harrison,NJ,2.0,2450.0,2450.0,0.0,1
Harrison,NY,1.0,2298.0,2298.0,0.0,1
Harrison Township,MI,1.0,785.0,785.0,7.0710678118654755,2
Hartford,CT,1.0,950.0,950.0,0.0,1
Hartford,CT,2.0,1377.5,1436.6666666666667,481.9612709198392,6
Hartford,CT,3.0,1300.0,1300.0,0.0,1
Hartford,CT,4.0,1350.0,1350.0,0.0,1
Hartford,SD,3.0,1500.0,1500.0,0.0,1
Hartford,WI,2.0,1225.0,1225.0,0.0,1
Hartland,WI,1.0,1150.0,1150.0,0.0,1
Hartland,WI,2.0,1095.0,1095.0,0.0,1
Harvey,LA,2.0,990.0,990.0,0.0,1
Harvey,LA,3.0,1080.0,1080.0,0.0,1
Hasbrouck Heights,NJ,1.0,1475.0,1451.6666666666667,77.67453465154028,3
Hattiesburg,MS,2.0,875.0,858.3333333333334,66.58328118479395,3
Haverhill,MA,2.0,1200.0,1200.0,0.0,1
Hawthorne,CA,1.0,1450.0,1450.0,0.0,1
Hawthorne,CA,2.0,1840.0,1811.6666666666667,403.24723598970064,3
Haymarket,VA,3.0,2300.0,2300.0,0.0,1
Hayward,CA,1.0,1862.0,1862.0,52.32590180780452,2
Hazelwood,MO,3.0,1045.0,1045.0,0.0,1
Helotes,TX,3.0,1500.0,1500.0,0.0,1
Hemet,CA,1.0,1175.0,1175.0,42.42640687119285,2
Henderson,KY,2.0,585.0,585.0,0.0,1
Henderson,NV,2.0,1450.0,1450.0,0.0,1
Henderson,NV,3.0,1750.0,1765.0,123.18684994754919,3
Henderson,NV,4.0,2275.0,2541.6666666666665,953.3930633969043,3
Henderson,TX,3.0,795.0,795.0,0.0,1
Hendersonville,NC,3.0,1100.0,1100.0,0.0,1
Hendersonville,TN,3.0,1775.0,1775.0,0.0,1
Henrico,VA,1.0,975.0,975.0,0.0,1
Henrico,VA,2.0,1087.5,1163.25,232.8495580126075,4
Henrico,VA,3.0,1300.0,1300.0,0.0,1
Hermitage,TN,2.0,1485.0,1485.0,0.0,1
Hermosa Beach,CA,1.0,2075.0,2075.0,0.0,1
Herndon,VA,1.0,1608.0,1608.0,2.8284271247461903,2
Herndon,VA,2.0,2278.0,2278.0,0.0,1
Hickory,NC,1.0,922.0,922.0,0.0,1
Hickory,NC,2.0,750.0,750.0,0.0,1
High Point,NC,1.0,750.0,750.0,0.0,2
High Point,NC,2.0,860.0,860.0,7.0710678118654755,2
Highland,IN,1.0,1110.0,1110.0,0.0,1
Highland,IN,2.0,1585.0,1585.0,0.0,1
Highland Park,MI,1.0,550.0,550.0,0.0,1
Highlands Ranch,CO,1.0,915.0,915.0,0.0,1
Hilliard,OH,1.0,848.0,848.0,0.0,1
Hilliard,OH,2.0,1390.0,1390.0,0.0,1
Hillsboro,OR,1.0,1258.5,1258.5,89.80256121069154,2
Hillsboro,OR,2.0,1430.0,1430.0,120.20815280171308,2
Hillsboro,OR,3.0,1595.0,1595.0,0.0,1
Hillsborough,CA,1.0,3388.0,3388.0,0.0,1
Hillsborough,NC,1.0,834.0,834.0,83.43860018001261,2
Hillsborough,NC,2.0,1061.0,1061.0,1.4142135623730951,2
Hillsborough,NC,3.0,1158.0,1158.0,32.526911934581186,2
Hinesville,GA,4.0,1325.0,1325.0,0.0,1
Hiram,GA,1.0,725.0,725.0,0.0,1
Hiram,GA,3.0,1425.0,1425.0,141.4213562373095,2
Hixson,TN,1.0,799.0,799.0,0.0,1
Hixson,TN,3.0,1225.0,1225.0,0.0,1
Hoboken,NJ,2.0,2900.0,2775.0,238.4848003542364,3
Holly Hill,FL,3.0,3000.0,3000.0,0.0,1
Holly Springs,NC,1.0,995.0,995.0,0.0,1
Holly Springs,NC,2.0,1220.0,1220.0,0.0,1
Hollywood,CA,0.0,3567.0,3567.0,0.0,1
Hollywood,FL,5.0,11000.0,11000.0,0.0,1
Holt,MI,2.0,900.0,900.0,0.0,1
Homestead,FL,2.0,1350.0,1350.0,0.0,2
Homestead,FL,3.0,1650.0,1650.0,0.0,1
Homestead,PA,1.0,1121.0,1127.4,98.12899673389101,5
Homewood,IL,1.0,1050.0,1050.0,0.0,1
Honolulu,HI,1.0,1789.5,1789.5,13.435028842544403,2
Honolulu,HI,2.0,1700.0,1700.0,0.0,1
Honolulu,HI,3.0,3100.0,3100.0,424.26406871192853,2
Honolulu,HI,5.0,4395.0,4395.0,0.0,1
Hoover,AL,1.0,730.0,730.0,0.0,1
Hope Mills,NC,1.0,919.0,919.0,0.0,1
Hopkins,MN,1.0,1242.0,1242.0,329.51176003293114,2
Hopkins,MN,2.0,1399.0,1399.0,0.0,1
Horicon,WI,2.0,975.0,975.0,0.0,1
Horseshoe Bay,TX,1.0,1210.0,1210.0,0.0,1
Hortonville,WI,2.0,725.0,725.0,0.0,1
Hoschton,GA,4.0,1300.0,1300.0,0.0,1
Hot Springs,AR,1.0,590.0,590.0,0.0,1
Houghton,MI,1.0,600.0,600.0,0.0,1
Houston,TX,0.0,1072.5,1087.0,238.22618303980417,8
Houston,TX,1.0,908.0,939.5608108108108,275.47656236591814,148
Houston,TX,2.0,1195.0,1103.111111111111,329.964939214928,9
Houston,TX,3.0,1312.5,1361.111111111111,232.23767969319934,18
Houston,TX,4.0,1612.0,1612.0,89.09545442950498,2
Houston,TX,5.0,2395.0,2395.0,0.0,1
Hudson,IA,2.0,1095.0,1095.0,0.0,1
Humble,TX,1.0,809.0,809.0,0.0,1
Humble,TX,2.0,1178.5,1178.5,311.8340905032675,2
Humble,TX,3.0,1412.0,1393.0,124.36352244241762,8
Humble,TX,4.0,1612.5,1612.5,194.45436482630058,2
Hummelstown,PA,1.0,755.0,755.0,0.0,1
Huntersville,NC,3.0,1449.0,1449.0,0.0,1
Huntersville,NC,4.0,1850.0,1850.0,0.0,1
Huntington Beach,CA,1.0,2600.0,2600.0,0.0,1
Huntington Beach,CA,2.0,2200.0,2200.0,0.0,1
Huntington Beach,CA,3.0,4995.0,4995.0,0.0,1
Huntsville,AL,4.0,957.5,957.5,413.6574669941303,2
Hurricane,UT,4.0,1877.5,1877.5,258.0939751330898,2
Hutchinson,MN,2.0,1040.0,1040.0,0.0,1
Hyattsville,MD,1.0,1207.5,1310.5,260.7828872562659,8
Hyattsville,MD,2.0,1765.0,1659.4285714285713,210.51829464669424,7
Hyattsville,MD,3.0,1809.5,1809.5,835.0931085813127,2
Hyde Park,MA,1.0,2150.0,2150.0,0.0,1
Independence,IA,2.0,900.0,900.0,0.0,1
Independence,MO,1.0,670.0,650.0,43.58898943540674,3
Independence,MO,2.0,695.0,695.0,0.0,1
Independence,OR,3.0,1350.0,1350.0,0.0,1
Indian Trail,NC,4.0,1649.0,1649.0,0.0,1
Indianapolis,IN,1.0,801.5,826.0,179.23067919202998,12
Indianapolis,IN,2.0,856.0,860.2,87.40251712622468,5
Indianapolis,IN,3.0,1299.0,1241.4545454545455,237.62380505175136,11
Indianapolis,IN,4.0,1399.0,1416.3333333333333,101.12039029460541,3
Indianola,IA,2.0,675.0,675.0,0.0,1
Ingalls,IN,4.0,1275.0,1275.0,0.0,1
Ingleside,TX,1.0,950.0,950.0,0.0,1
Inglewood,CA,1.0,1810.0,1810.0,21.213203435596427,2
Inglewood,CA,2.0,1825.0,1825.0,106.06601717798213,2
Inver Grove Heights,MN,1.0,1250.0,1250.0,0.0,1
Iowa City,IA,0.0,850.0,850.0,0.0,1
Iowa City,IA,1.0,1000.0,1000.0,0.0,1
Iowa City,IA,2.0,1300.0,1300.0,70.71067811865476,2
Iowa City,IA,4.0,2100.0,2100.0,0.0,1
Irmo,SC,3.0,1199.0,1221.125,97.8051086892412,8
Irmo,SC,4.0,1349.0,1349.0,141.4213562373095,2
Irondale,AL,3.0,1775.0,1746.25,67.86935980249116,4
Irvine,CA,3.0,3700.0,3700.0,0.0,1
Irvine,CA,4.0,4400.0,4400.0,0.0,1
Irving,TX,1.0,1370.0,1370.0,0.0,1
Irving,TX,3.0,3200.0,3200.0,0.0,1
Issaquah,WA,1.0,1792.0,1849.3333333333333,162.17274740226864,9
Issaquah,WA,2.0,2791.0,2476.5714285714284,449.80768377269015,7
Issaquah,WA,3.0,2989.0,2671.4,495.0790845915428,5
Ivins,UT,3.0,1575.0,1575.0,176.7766952966369,2
Jackson,MI,2.0,615.0,615.0,0.0,1
Jackson,NJ,2.0,1625.0,1625.0,0.0,1
Jackson,WI,2.0,1305.0,1295.0,17.320508075688775,3
Jacksonville,AL,2.0,950.0,950.0,0.0,1
Jacksonville,AL,3.0,950.0,950.0,0.0,1
Jacksonville,FL,1.0,895.0,894.5555555555555,172.7520702561268,9
Jacksonville,FL,2.0,1087.0,1087.0,195.16147160748713,2
Jacksonville,FL,3.0,1499.0,2154.6,996.6344866599791,5
Jacksonville,FL,4.0,1449.0,1449.0,0.0,1
Jacksonville,TX,3.0,390.0,390.0,0.0,1
Jamaica Plain,MA,3.0,2750.0,2750.0,0.0,1
Jamestown,NC,1.0,924.5,924.5,20.506096654409877,2
Jamestown,NC,2.0,1174.0,1174.0,0.0,1
Janesville,WI,1.0,930.0,930.0,0.0,1
Janesville,WI,2.0,799.0,799.0,0.0,1
Jeffersonville,IN,1.0,649.0,649.0,0.0,1
Jenks,OK,2.0,899.0,899.0,0.0,1
Jersey City,NJ,0.0,1700.0,1700.0,0.0,1
Jersey City,NJ,1.0,2920.0,2692.9523809523807,595.6686558977631,21
Jersey City,NJ,2.0,3725.0,3618.285714285714,802.1493653900154,14
Jersey City,NJ,3.0,2996.0,2996.0,0.0,1
Jersey City,NJ,4.0,3622.5,3622.5,1941.008114357073,2
Jessup,MD,1.0,1745.0,1745.0,0.0,1
Johnson City,TN,1.0,612.5,612.5,265.1650429449553,2
Johnston,IA,1.0,891.0,913.6666666666666,72.70029802781646,3
Johnston,IA,2.0,964.5,964.5,48.79036790187178,2
Johnston,IA,3.0,1367.0,1367.0,0.0,1
Joliet,IL,2.0,1485.0,1485.0,0.0,1
Jonesboro,AR,1.0,797.5,797.5,286.37824638055173,2
Jonesboro,AR,3.0,1105.0,1105.0,0.0,1
Jonesboro,GA,3.0,1000.0,1000.0,0.0,1
Jonesboro,GA,4.0,1399.0,1399.0,0.0,1
Joppa,MD,1.0,825.0,825.0,0.0,1
Joppa,MD,2.0,1010.0,1010.0,0.0,1
Junction City,KS,3.0,1250.0,1250.0,0.0,1
Junction City,KS,4.0,1300.0,1300.0,70.71067811865476,2
Jupiter,FL,3.0,2400.0,2400.0,0.0,1
Kailua,HI,2.0,2150.0,2150.0,0.0,1
Kailua,HI,4.0,9000.0,9000.0,707.1067811865476,2
Kalamazoo,MI,1.0,728.0,728.0,74.95331880577403,2
Kalamazoo,MI,2.0,850.0,850.0,0.0,1
Kalamazoo,MI,9.0,3195.0,3195.0,0.0,1
Kaneohe,HI,2.0,2900.0,2900.0,0.0,1
Kankakee,IL,1.0,796.0,796.0,0.0,1
Kannapolis,NC,3.0,1299.0,1299.0,0.0,1
Kansas City,KS,1.0,665.0,678.0,132.92855223765886,5
Kansas City,KS,2.0,950.0,950.0,0.0,1
Kansas City,MO,0.0,650.0,650.0,0.0,1
Kansas City,MO,1.0,797.5,840.6739130434783,230.16757705326364,46
Kansas City,MO,2.0,950.0,1079.8536585365853,398.8765198012794,41
Kansas City,MO,3.0,1305.0,1286.0,260.0461497503856,4
Kansas City,MO,4.0,1095.0,1095.0,0.0,1
Kansas City,MO,5.0,1100.0,1100.0,0.0,1
Katy,TX,1.0,930.0,930.0,0.0,1
Katy,TX,3.0,1462.5,1462.5,17.67766952966369,2
Kaukauna,WI,2.0,1000.0,1000.0,0.0,1
Kaysville,UT,2.0,910.0,910.0,0.0,1
Kearny,NJ,1.0,1885.0,1885.0,0.0,1
Kearny,NJ,2.0,1680.0,1680.0,0.0,1
Keene,NH,2.0,1375.0,1375.0,0.0,1
Keene,NH,4.0,1700.0,1700.0,0.0,1
Keizer,OR,2.0,875.0,875.0,0.0,1
Kenmore,WA,1.0,1637.5,1601.25,194.09512272766327,4
Kenmore,WA,2.0,1567.5,1567.5,24.748737341529164,2
Kenmore,WA,3.0,2995.0,2995.0,0.0,1
Kennesaw,GA,1.0,919.0,919.0,0.0,1
Kennesaw,GA,4.0,1425.0,1425.0,0.0,1
Kenosha,WI,1.0,1120.0,1120.0,0.0,1
Kenosha,WI,2.0,1039.0,1039.0,0.0,1
Kenosha,WI,3.0,1000.0,1000.0,0.0,1
Kent,WA,1.0,1443.0,1460.909090909091,116.84092119544788,22
Kent,WA,2.0,1703.0,1592.923076923077,227.09192761906704,13
Kent,WA,3.0,2298.0,2298.0,0.0,1
Kent,WA,4.0,1933.0,1933.0,229.1025971044414,2
Kernersville,NC,1.0,964.0,964.0,0.0,1
Kernersville,NC,2.0,1044.5,996.25,142.42512652852614,4
Kernersville,NC,4.0,1595.0,1595.0,0.0,1
Key Biscayne,FL,2.0,9500.0,9500.0,0.0,1
Keyser,WV,2.0,513.0,513.0,0.0,1
Kill Devil Hills,NC,2.0,1740.0,1740.0,0.0,1
Kingsport,TN,1.0,680.0,691.0,92.64987857520376,4
Kingsport,TN,2.0,645.0,645.0,0.0,1
Kingston,NH,1.0,1350.0,1350.0,0.0,1
Kingwood,TX,1.0,963.0,963.0,83.43860018001261,2
Kirkland,WA,0.0,1400.0,1400.0,0.0,1
Kirkland,WA,1.0,1737.5,1895.0,466.46629031474504,16
Kirkland,WA,2.0,1997.5,2057.1428571428573,489.2927167221709,14
Kirkland,WA,3.0,2775.0,2775.0,0.0,1
Kirkland,WA,5.0,3999.0,3999.0,0.0,1
Kirkwood,MO,2.0,1100.0,1100.0,0.0,1
Kissimmee,FL,1.0,1239.0,1218.8,194.49987146525316,5
Kissimmee,FL,2.0,1509.0,1602.6666666666667,329.6366686722418,3
Kissimmee,FL,3.0,2012.0,2012.0,0.0,1
Kissimmee,FL,4.0,2597.0,2597.0,0.0,1
Klamath Falls,OR,3.0,1995.0,1995.0,0.0,1
Knightdale,NC,1.0,820.0,820.0,0.0,1
